650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	
345.848	627.47	627.47	613.133	345.848	345.848	345.848	613.133	627.47	627.47	613.133	627.47	345.848	345.848	613.133	627.47	613.133	613.133	613.133	627.47	613.133	613.133	345.848	627.47	345.848	345.848	613.133	627.47	345.848	627.47	613.133	627.47	613.133	613.133	613.133	613.133	345.848	627.47	627.47	613.133	613.133	627.47	345.848	613.133	627.47	613.133	345.848	345.848	613.133	627.47	627.47	345.848	345.848	627.47	613.133	627.47	627.47	627.47	613.133	345.848	613.133	345.848	345.848	627.47	613.133	345.848	613.133	613.133	613.133	613.133	613.133	627.47	613.133	613.133	345.848	345.848	613.133	613.133	345.848	613.133	345.848	627.47	345.848	627.47	627.47	627.47	627.47	345.848	345.848	613.133	627.47	345.848	627.47	345.848	627.47	613.133	627.47	627.47	627.47	613.133	
345.848	617.229	617.229	459.521	345.848	345.848	345.848	459.521	617.229	617.229	459.521	617.229	345.848	345.848	459.521	617.229	459.521	459.521	459.521	617.229	459.521	459.521	345.848	617.229	345.848	345.848	459.521	617.229	345.848	617.229	459.521	617.229	459.521	459.521	459.521	459.521	345.848	617.229	617.229	459.521	459.521	617.229	345.848	459.521	617.229	459.521	345.848	345.848	459.521	617.229	617.229	345.848	345.848	617.229	459.521	617.229	617.229	617.229	459.521	345.848	459.521	345.848	345.848	617.229	459.521	345.848	459.521	459.521	459.521	459.521	459.521	617.229	459.521	459.521	345.848	345.848	459.521	459.521	345.848	459.521	345.848	617.229	345.848	617.229	617.229	617.229	617.229	345.848	345.848	459.521	617.229	345.848	617.229	345.848	617.229	459.521	617.229	617.229	617.229	459.521	
345.848	566.025	566.025	459.521	345.848	345.848	345.848	459.521	566.025	566.025	459.521	566.025	345.848	345.848	459.521	566.025	459.521	459.521	459.521	566.025	459.521	459.521	345.848	566.025	345.848	345.848	459.521	566.025	345.848	566.025	459.521	566.025	459.521	459.521	459.521	459.521	345.848	566.025	566.025	459.521	459.521	566.025	345.848	459.521	566.025	459.521	345.848	345.848	459.521	566.025	566.025	345.848	345.848	566.025	459.521	566.025	566.025	566.025	459.521	345.848	459.521	345.848	345.848	566.025	459.521	345.848	459.521	459.521	459.521	459.521	459.521	566.025	459.521	459.521	345.848	345.848	459.521	459.521	345.848	459.521	345.848	566.025	345.848	566.025	566.025	566.025	566.025	345.848	345.848	459.521	566.025	345.848	566.025	345.848	566.025	459.521	566.025	566.025	566.025	459.521	
345.848	566.025	566.025	459.521	345.848	345.848	345.848	459.521	566.025	566.025	459.521	566.025	345.848	345.848	459.521	566.025	459.521	459.521	459.521	566.025	459.521	459.521	345.848	566.025	345.848	345.848	459.521	566.025	345.848	566.025	459.521	566.025	459.521	459.521	459.521	459.521	345.848	566.025	566.025	459.521	459.521	566.025	345.848	459.521	566.025	459.521	345.848	345.848	459.521	566.025	566.025	345.848	345.848	566.025	459.521	566.025	566.025	566.025	459.521	345.848	459.521	345.848	345.848	566.025	459.521	345.848	459.521	459.521	459.521	459.521	459.521	566.025	459.521	459.521	345.848	345.848	459.521	459.521	345.848	459.521	345.848	566.025	345.848	566.025	566.025	566.025	566.025	345.848	345.848	459.521	566.025	345.848	566.025	345.848	566.025	459.521	566.025	566.025	566.025	459.521	
346.129	566.046	566.046	459.551	346.129	346.129	346.129	459.551	566.046	566.046	459.551	566.046	346.129	346.129	459.551	566.046	459.551	459.551	459.551	566.046	459.551	459.551	346.129	566.046	346.129	346.129	459.551	566.046	346.129	566.046	459.551	566.046	459.551	459.551	459.551	459.551	346.129	566.046	566.046	459.551	459.551	566.046	346.129	459.551	566.046	459.551	346.129	346.129	459.551	566.046	566.046	346.129	346.129	566.046	459.551	566.046	566.046	566.046	459.551	346.129	459.551	346.129	346.129	566.046	459.551	346.129	459.551	459.551	459.551	459.551	459.551	566.046	459.551	459.551	346.129	346.129	459.551	459.551	346.129	459.551	346.129	566.046	346.129	566.046	566.046	566.046	566.046	346.129	346.129	459.551	566.046	346.129	566.046	346.129	566.046	459.551	566.046	566.046	566.046	459.551	
346.411	566.076	566.076	459.736	346.411	346.411	346.411	459.736	566.076	566.076	459.736	566.076	346.411	346.411	459.736	566.076	459.736	459.736	459.736	566.076	459.736	459.736	346.411	566.076	346.411	346.411	459.736	566.076	346.411	566.076	459.736	566.076	459.736	459.736	459.736	459.736	346.411	566.076	566.076	459.736	459.736	566.076	346.411	459.736	566.076	459.736	346.411	346.411	459.736	566.076	566.076	346.411	346.411	566.076	459.736	566.076	566.076	566.076	459.736	346.411	459.736	346.411	346.411	566.076	459.736	346.411	459.736	459.736	459.736	459.736	459.736	566.076	459.736	459.736	346.411	346.411	459.736	459.736	346.411	459.736	346.411	566.076	346.411	566.076	566.076	566.076	566.076	346.411	346.411	459.736	566.076	346.411	566.076	346.411	566.076	459.736	566.076	566.076	566.076	459.736	
346.692	566.158	566.158	459.92	346.692	346.692	346.692	459.92	566.158	566.158	459.92	566.158	346.692	346.692	459.92	566.158	459.92	459.92	459.92	566.158	459.92	459.92	346.692	566.158	346.692	346.692	459.92	566.158	346.692	566.158	459.92	566.158	459.92	459.92	459.92	459.92	346.692	566.158	566.158	459.92	459.92	566.158	346.692	459.92	566.158	459.92	346.692	346.692	459.92	566.158	566.158	346.692	346.692	566.158	459.92	566.158	566.158	566.158	459.92	346.692	459.92	346.692	346.692	566.158	459.92	346.692	459.92	459.92	459.92	459.92	459.92	566.158	459.92	459.92	346.692	346.692	459.92	459.92	346.692	459.92	346.692	566.158	346.692	566.158	566.158	566.158	566.158	346.692	346.692	459.92	566.158	346.692	566.158	346.692	566.158	459.92	566.158	566.158	566.158	459.92	
346.972	566.24	566.24	460.104	346.972	346.972	346.972	460.104	566.24	566.24	460.104	566.24	346.972	346.972	460.104	566.24	460.104	460.104	460.104	566.24	460.104	460.104	346.972	566.24	346.972	346.972	460.104	566.24	346.972	566.24	460.104	566.24	460.104	460.104	460.104	460.104	346.972	566.24	566.24	460.104	460.104	566.24	346.972	460.104	566.24	460.104	346.972	346.972	460.104	566.24	566.24	346.972	346.972	566.24	460.104	566.24	566.24	566.24	460.104	346.972	460.104	346.972	346.972	566.24	460.104	346.972	460.104	460.104	460.104	460.104	460.104	566.24	460.104	460.104	346.972	346.972	460.104	460.104	346.972	460.104	346.972	566.24	346.972	566.24	566.24	566.24	566.24	346.972	346.972	460.104	566.24	346.972	566.24	346.972	566.24	460.104	566.24	566.24	566.24	460.104	
347.253	566.322	566.322	460.288	347.253	347.253	347.253	460.288	566.322	566.322	460.288	566.322	347.253	347.253	460.288	566.322	460.288	460.288	460.288	566.322	460.288	460.288	347.253	566.322	347.253	347.253	460.288	566.322	347.253	566.322	460.288	566.322	460.288	460.288	460.288	460.288	347.253	566.322	566.322	460.288	460.288	566.322	347.253	460.288	566.322	460.288	347.253	347.253	460.288	566.322	566.322	347.253	347.253	566.322	460.288	566.322	566.322	566.322	460.288	347.253	460.288	347.253	347.253	566.322	460.288	347.253	460.288	460.288	460.288	460.288	460.288	566.322	460.288	460.288	347.253	347.253	460.288	460.288	347.253	460.288	347.253	566.322	347.253	566.322	566.322	566.322	566.322	347.253	347.253	460.288	566.322	347.253	566.322	347.253	566.322	460.288	566.322	566.322	566.322	460.288	
