800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	800	
236.755	800	800	953.612	236.755	236.755	236.755	953.612	800	800	953.612	800	236.755	236.755	953.612	800	953.612	953.612	953.612	800	953.612	953.612	236.755	800	236.755	236.755	953.612	800	236.755	800	953.612	800	953.612	953.612	953.612	953.612	236.755	800	800	953.612	953.612	800	236.755	953.612	800	953.612	236.755	236.755	953.612	800	800	236.755	236.755	800	953.612	800	800	800	953.612	236.755	953.612	236.755	236.755	800	953.612	236.755	953.612	953.612	953.612	953.612	953.612	800	953.612	953.612	236.755	236.755	953.612	953.612	236.755	953.612	236.755	800	236.755	800	800	800	800	236.755	236.755	953.612	800	236.755	800	236.755	800	953.612	800	800	800	953.612	
236.755	851.204	851.204	646.388	236.755	236.755	236.755	646.388	851.204	851.204	646.388	851.204	236.755	236.755	646.388	851.204	646.388	646.388	646.388	851.204	646.388	646.388	236.755	851.204	236.755	236.755	646.388	851.204	236.755	851.204	646.388	851.204	646.388	646.388	646.388	646.388	236.755	851.204	851.204	646.388	646.388	851.204	236.755	646.388	851.204	646.388	236.755	236.755	646.388	851.204	851.204	236.755	236.755	851.204	646.388	851.204	851.204	851.204	646.388	236.755	646.388	236.755	236.755	851.204	646.388	236.755	646.388	646.388	646.388	646.388	646.388	851.204	646.388	646.388	236.755	236.755	646.388	646.388	236.755	646.388	236.755	851.204	236.755	851.204	851.204	851.204	851.204	236.755	236.755	646.388	851.204	236.755	851.204	236.755	851.204	646.388	851.204	851.204	851.204	646.388	
236.755	748.796	748.796	646.388	236.755	236.755	236.755	646.388	748.796	748.796	646.388	748.796	236.755	236.755	646.388	748.796	646.388	646.388	646.388	748.796	646.388	646.388	236.755	748.796	236.755	236.755	646.388	748.796	236.755	748.796	646.388	748.796	646.388	646.388	646.388	646.388	236.755	748.796	748.796	646.388	646.388	748.796	236.755	646.388	748.796	646.388	236.755	236.755	646.388	748.796	748.796	236.755	236.755	748.796	646.388	748.796	748.796	748.796	646.388	236.755	646.388	236.755	236.755	748.796	646.388	236.755	646.388	646.388	646.388	646.388	646.388	748.796	646.388	646.388	236.755	236.755	646.388	646.388	236.755	646.388	236.755	748.796	236.755	748.796	748.796	748.796	748.796	236.755	236.755	646.388	748.796	236.755	748.796	236.755	748.796	646.388	748.796	748.796	748.796	646.388	
236.755	748.796	748.796	646.388	236.755	236.755	236.755	646.388	748.796	748.796	646.388	748.796	236.755	236.755	646.388	748.796	646.388	646.388	646.388	748.796	646.388	646.388	236.755	748.796	236.755	236.755	646.388	748.796	236.755	748.796	646.388	748.796	646.388	646.388	646.388	646.388	236.755	748.796	748.796	646.388	646.388	748.796	236.755	646.388	748.796	646.388	236.755	236.755	646.388	748.796	748.796	236.755	236.755	748.796	646.388	748.796	748.796	748.796	646.388	236.755	646.388	236.755	236.755	748.796	646.388	236.755	646.388	646.388	646.388	646.388	646.388	748.796	646.388	646.388	236.755	236.755	646.388	646.388	236.755	646.388	236.755	748.796	236.755	748.796	748.796	748.796	748.796	236.755	236.755	646.388	748.796	236.755	748.796	236.755	748.796	646.388	748.796	748.796	748.796	646.388	
237.318	748.796	748.796	646.234	237.318	237.318	237.318	646.234	748.796	748.796	646.234	748.796	237.318	237.318	646.234	748.796	646.234	646.234	646.234	748.796	646.234	646.234	237.318	748.796	237.318	237.318	646.234	748.796	237.318	748.796	646.234	748.796	646.234	646.234	646.234	646.234	237.318	748.796	748.796	646.234	646.234	748.796	237.318	646.234	748.796	646.234	237.318	237.318	646.234	748.796	748.796	237.318	237.318	748.796	646.234	748.796	748.796	748.796	646.234	237.318	646.234	237.318	237.318	748.796	646.234	237.318	646.234	646.234	646.234	646.234	646.234	748.796	646.234	646.234	237.318	237.318	646.234	646.234	237.318	646.234	237.318	748.796	237.318	748.796	748.796	748.796	748.796	237.318	237.318	646.234	748.796	237.318	748.796	237.318	748.796	646.234	748.796	748.796	748.796	646.234	
237.881	748.745	748.745	646.388	237.881	237.881	237.881	646.388	748.745	748.745	646.388	748.745	237.881	237.881	646.388	748.745	646.388	646.388	646.388	748.745	646.388	646.388	237.881	748.745	237.881	237.881	646.388	748.745	237.881	748.745	646.388	748.745	646.388	646.388	646.388	646.388	237.881	748.745	748.745	646.388	646.388	748.745	237.881	646.388	748.745	646.388	237.881	237.881	646.388	748.745	748.745	237.881	237.881	748.745	646.388	748.745	748.745	748.745	646.388	237.881	646.388	237.881	237.881	748.745	646.388	237.881	646.388	646.388	646.388	646.388	646.388	748.745	646.388	646.388	237.881	237.881	646.388	646.388	237.881	646.388	237.881	748.745	237.881	748.745	748.745	748.745	748.745	237.881	237.881	646.388	748.745	237.881	748.745	237.881	748.745	646.388	748.745	748.745	748.745	646.388	
238.443	748.796	748.796	646.541	238.443	238.443	238.443	646.541	748.796	748.796	646.541	748.796	238.443	238.443	646.541	748.796	646.541	646.541	646.541	748.796	646.541	646.541	238.443	748.796	238.443	238.443	646.541	748.796	238.443	748.796	646.541	748.796	646.541	646.541	646.541	646.541	238.443	748.796	748.796	646.541	646.541	748.796	238.443	646.541	748.796	646.541	238.443	238.443	646.541	748.796	748.796	238.443	238.443	748.796	646.541	748.796	748.796	748.796	646.541	238.443	646.541	238.443	238.443	748.796	646.541	238.443	646.541	646.541	646.541	646.541	646.541	748.796	646.541	646.541	238.443	238.443	646.541	646.541	238.443	646.541	238.443	748.796	238.443	748.796	748.796	748.796	748.796	238.443	238.443	646.541	748.796	238.443	748.796	238.443	748.796	646.541	748.796	748.796	748.796	646.541	
239.005	748.847	748.847	646.695	239.005	239.005	239.005	646.695	748.847	748.847	646.695	748.847	239.005	239.005	646.695	748.847	646.695	646.695	646.695	748.847	646.695	646.695	239.005	748.847	239.005	239.005	646.695	748.847	239.005	748.847	646.695	748.847	646.695	646.695	646.695	646.695	239.005	748.847	748.847	646.695	646.695	748.847	239.005	646.695	748.847	646.695	239.005	239.005	646.695	748.847	748.847	239.005	239.005	748.847	646.695	748.847	748.847	748.847	646.695	239.005	646.695	239.005	239.005	748.847	646.695	239.005	646.695	646.695	646.695	646.695	646.695	748.847	646.695	646.695	239.005	239.005	646.695	646.695	239.005	646.695	239.005	748.847	239.005	748.847	748.847	748.847	748.847	239.005	239.005	646.695	748.847	239.005	748.847	239.005	748.847	646.695	748.847	748.847	748.847	646.695	
239.566	748.898	748.898	646.848	239.566	239.566	239.566	646.848	748.898	748.898	646.848	748.898	239.566	239.566	646.848	748.898	646.848	646.848	646.848	748.898	646.848	646.848	239.566	748.898	239.566	239.566	646.848	748.898	239.566	748.898	646.848	748.898	646.848	646.848	646.848	646.848	239.566	748.898	748.898	646.848	646.848	748.898	239.566	646.848	748.898	646.848	239.566	239.566	646.848	748.898	748.898	239.566	239.566	748.898	646.848	748.898	748.898	748.898	646.848	239.566	646.848	239.566	239.566	748.898	646.848	239.566	646.848	646.848	646.848	646.848	646.848	748.898	646.848	646.848	239.566	239.566	646.848	646.848	239.566	646.848	239.566	748.898	239.566	748.898	748.898	748.898	748.898	239.566	239.566	646.848	748.898	239.566	748.898	239.566	748.898	646.848	748.898	748.898	748.898	646.848	
