310166721	33
291113575	35
570209781	53
570160545	53
450036944	35
290222290	35
570179190	54
740096010	63
294087001	35
320267407	34
295766751	35
830010637	36
570208181	53
290695490	35
570101379	53
570002575	53
270183469	35
295722410	35
290023408	35
570119030	53
350418136	36
290536529	35
292577508	35
580022560	42
320347524	34
570063400	53
360003800	36
270061762	32
570157471	35
291101437	35
740000039	63
720167426	63
291065775	35
290059658	35
290951240	35
471004715	46
770099351	64
570073456	53
400044439	48
570322677	53
291022804	35
291024360	35
800001680	71
291093655	35
291368018	35
293768242	54
350524700	35
570014441	53
290091187	35
291106676	35
350162522	36
670271845	54
670197300	54
291028217	35
293344884	35
570233011	54
570104378	53
291038689	35
291054331	35
330049470	35
294213082	35
291098711	35
294107410	35
290012880	35
290049172	35
570377420	53
291072135	35
292255624	36
641093977	52
140031200	22
296020745	35
570279917	35
630133727	53
291100538	35
291102000	36
600109860	43
430005296	47
720166691	63
290958199	33
290704170	35
290043883	35
291039081	35
291064280	35
290130956	35
291157068	35
290671191	35
820159662	35
294154191	35
400689260	48
291140840	35
670006475	35
291130909	35
290405998	35
330137557	35
570069122	53
291292810	35
291138071	36
292434014	35
290001170	35
570080835	53
290060524	35
570196680	53
870026780	80
660094975	54
570066050	35
330124692	35
291090281	35
660002531	53
290024773	35
940054060	35
291688365	35
400885972	48
291152783	33
291018670	35
140036881	22
290237742	35
660398125	54
740076159	63
293052026	35
660028280	54
290060109	35
571555683	53
350151504	36
291045065	35
270050116	32
710184212	35
290489180	35
290047161	35
570225264	53
291007490	35
740076230	63
291362842	35
290051517	35
291023347	35
291008143	35
402417828	35
290097061	35
460006711	47
310006015	33
570084725	53
570101301	53
292052456	35
291100961	35
660030306	54
292674139	35
291143717	34
290023670	35
570149460	55
290164699	36
293191549	35
350666750	36
332011151	35
360052231	36
590046195	41
870057820	80
291860028	35
870011375	35
291095968	35
641079885	35
350157642	36
291122779	35
291016855	35
290030480	35
297988204	35
290717272	35
351145265	35
291920276	35
350442460	36
570116686	53
350024006	36
291096816	35
290548861	35
570552710	35
290030463	35
291101860	35
290354927	35
293767106	35
291142346	35
320111857	34
291438350	35
450074480	47
570101310	53
290245109	35
350083649	35
660007606	35
580060446	42
570208866	53
570222591	53
400076535	48
290233445	35
293842310	35
293756899	35
290598915	35
291154786	35
291098657	35
291123147	35
630009457	53
570593107	53
291068022	35
400034441	48
571667112	53
200011456	40
570081831	53
290095751	35
330202928	35
291002510	35
291053688	35
870019260	80
660167735	54
292146035	35
570124506	53
291369286	35
720047560	63
291028403	33
471007420	46
670001244	54
291093531	35
450225429	47
290077591	35
400843480	48
201000440	40
295877413	35
290019656	35
295684828	35
290632870	33
570123534	53
800136519	71
400265397	48
570003717	35
340068728	44
830034170	73
293196230	35
570023742	53
641024959	52
294268588	35
320063402	34
570067421	53
360123902	44
570048320	54
510037151	48
350206414	36
297152963	35
291100619	35
290656567	35
290004675	35
295337877	35
270139729	32
430208952	35
294071768	35
291046878	35
570128412	53
411007602	45
310003075	33
291102107	36
292681607	35
740075969	63
291138004	35
290242924	35
410053961	45
740105710	63
270055266	32
292123647	35
570136580	53
291103561	35
571062172	53
630077924	53
350303584	36
570175488	53
290038138	35
291010695	33
570194873	53
571554490	53
293720070	35
294396861	35
580018156	42
296846023	35
570384150	53
570812860	35
570228913	53
297624733	35
400003414	48
570111021	54
291141650	35
310831873	33
400645211	48
641504357	52
400009102	48
290077770	35
295219491	35
200049470	40
291330762	35
641138423	53
260084395	31
590018957	41
290400872	35
450033791	47
291437168	35
760086214	35
570065119	53
291138624	35
432052836	35
570216893	35
410059854	45
400008610	48
290077559	35
291065970	35
330094530	35
291061249	35
642025878	52
291480969	35
570617081	53
600006131	35
290422507	35
470045280	46
310181828	33
612034984	56
570061733	53
290030498	33
291069215	35
290040221	35
571678459	53
293209685	35
291866468	35
290078342	35
294146709	35
570063833	53
290030471	35
940093707	86
440030668	36
292458312	35
291008593	35
297893971	35
291055206	35
630045240	53
360271324	36
290244196	35
570384214	53
270026630	35
351132058	35
292476655	35
291002692	33
270114270	32
610000535	56
410050784	45
290423589	36
291105211	35
400037017	48
290078237	35
291634621	35
400148013	48
320096874	34
290861608	35
297104543	35
820003468	35
570227402	53
350152195	36
410051780	45
291123945	35
720089107	63
660017920	54
670140287	54
570159342	35
290096707	35
291098860	35
590028235	41
400429110	48
210005351	24
290010837	35
290038499	35
295859784	35
360080588	36
222009594	36
570100321	53
350336750	44
290058120	35
450203999	47
571104053	53
291104290	35
291402950	35
151036071	35
660059479	54
570091853	53
570198755	53
770013481	64
570133033	53
580015793	42
290083427	35
291031307	35
291101062	35
270056793	32
291862349	35
580016587	42
641030061	52
352117141	36
570652022	53
570008271	53
290019648	35
290392144	35
880304456	80
350954658	36
352115360	35
296793582	35
291143660	35
870059793	80
291853595	35
291115241	22
295953527	35
350147698	36
720077575	63
291077870	35
310025850	33
291153305	35
292648243	35
320090531	34
291140041	35
570088607	35
630124809	53
290758238	35
740005570	63
291570445	35
291219560	35
291054170	35
880000759	80
290010020	35
350094055	36
570176590	53
400058685	48
291014526	35
291137709	35
660028824	54
400012332	48
291139388	36
570062551	53
570102243	53
570034825	53
570062950	53
470105941	46
290000564	35
360006973	35
600068510	48
720053862	63
298648857	35
570098726	35
330185900	35
570384168	53
291070485	35
400012197	35
280000456	30
294341269	35
320461718	34
291626157	35
570380677	35
293016380	35
810007207	35
641056630	52
291137890	35
450214354	47
352141182	36
